Depth,N,C,S,SiO2bio,SiO2ter,OM,MM,CaCO3,TOC,TOC_N,microcharcoal,P,Na,K,Ca,Mg,Fe,Mn,Cu,Zn ,Fe_Mn,Na_K,Cu_Zn,Ca_Fe,Fe_S,erosion,Ca_Mg,TOCS,Fe_P
3.6000,1.1348,25.2092,0.5453,0.0000,48.8757,51.1243,48.8757,0.0000,25.2092,25.9165,11321.0000,0.4872,0.4883,9.7287,11.2029,7.7663,21.2982,0.1574,30.2987,121.0982,135.3288,0.0502,0.2502,0.5260,3.9059,1.6052,1.4425,46.2319,43.7155
3.6200,1.1328,24.2292,0.5240,0.0000,50.8390,49.1610,50.8390,0.0000,24.2292,24.9540,11772.0000,0.4869,0.4877,9.2004,11.4749,7.9214,21.2928,0.1722,31.7416,122.7374,123.6474,0.0530,0.2586,0.5389,4.0635,1.5346,1.4486,46.2391,43.7293
3.6400,1.1129,24.7878,0.5498,0.0000,49.7303,50.2697,49.7303,0.0000,24.7878,25.9859,10772.0000,0.4773,0.4983,9.5698,11.0298,8.1288,22.3221,0.1841,32.9283,123.4082,121.2593,0.0521,0.2668,0.4941,4.0598,1.6498,1.3569,45.0828,46.7694
3.6600,1.1233,25.2098,0.5009,0.0000,48.9753,51.0247,48.9753,0.0000,25.2098,26.1831,11772.0000,0.4345,0.5071,9.6017,11.2714,8.2628,21.9537,0.1901,31.9567,129.1035,115.4876,0.0528,0.2475,0.5134,4.3826,1.6299,1.3641,50.3262,50.5297
3.6800,1.2278,26.2087,0.5789,0.0000,46.8225,53.1775,46.8225,0.0000,26.2087,24.9036,12443.0000,0.5872,0.5003,9.7284,11.2541,8.3655,22.8232,0.1873,35.2882,127.8273,121.8547,0.0514,0.2761,0.4931,3.9427,1.6522,1.3453,45.2751,38.8679
3.7000,0.9698,25.2085,0.4082,0.0000,48.0532,51.9468,48.0532,0.0000,24.8022,29.8365,14221.0000,0.6118,0.5012,9.8137,11.9876,7.6435,20.2425,0.1631,34.3751,129.5318,124.1075,0.0511,0.2654,0.5922,4.9595,1.4981,1.5683,60.7664,33.0868
3.7200,0.8699,20.8090,0.2215,0.0000,58.0698,41.9302,58.0698,0.0000,20.8090,27.9088,18338.0000,0.6092,0.5123,10.2348,11.2981,7.9929,23.9221,0.1673,40.2981,137.8273,143.0037,0.0501,0.2924,0.4723,10.8003,1.6587,1.4135,93.9479,39.2681
3.7400,0.8568,21.0807,0.3077,0.0000,57.8829,42.1171,57.8829,0.0000,20.7380,28.2381,15002.0000,0.8088,0.5638,12.2153,11.8833,9.0095,24.3526,0.2510,42.6586,143.9504,97.0284,0.0462,0.2963,0.4880,7.9154,1.8336,1.3190,67.4054,30.1102
3.7600,0.8986,23.8401,0.2576,0.0000,53.0351,46.9649,53.0351,0.0000,23.8401,30.9505,12342.0000,0.8273,0.5440,13.2204,11.2662,9.1183,24.9278,0.2304,41.9282,140.9283,108.1945,0.0412,0.2975,0.4520,9.6778,2.0311,1.2356,92.5550,30.1312
3.7800,0.9596,22.5544,0.2375,0.0000,55.2190,44.7810,55.2190,0.0000,22.1999,26.9896,12228.0000,0.7410,0.5319,11.9306,11.5489,8.5906,22.8564,0.2465,43.3101,147.2817,92.7333,0.0446,0.2941,0.5053,9.6255,1.8230,1.3444,93.4907,30.8440
3.8000,0.9813,22.6544,0.2663,0.0000,55.8238,44.1762,55.8238,0.0000,22.6544,26.9344,10332.0000,0.7266,0.5220,11.8829,11.2091,8.7763,23.4928,0.2480,40.2983,141.9283,94.7180,0.0439,0.2839,0.4771,8.8234,1.8896,1.2772,85.0852,32.3326
3.8200,1.0041,22.5483,0.2793,0.0000,54.9441,45.0559,54.9441,0.0000,22.1469,25.7321,8002.0000,0.6907,0.4891,11.0640,11.5667,8.5465,22.8141,0.2368,38.2047,152.0872,96.3349,0.0442,0.2512,0.5070,8.1688,1.7377,1.3534,79.2993,33.0287
3.8400,0.9714,22.0069,0.2431,0.0000,56.0522,43.9478,56.0522,0.0000,22.0069,26.4295,10332.0000,0.6773,0.5009,11.1487,11.0291,8.3763,21.3985,0.2419,35.6873,150.2981,88.4495,0.0449,0.2374,0.5154,8.8010,1.8157,1.3167,90.5120,31.5957
3.8600,1.0065,23.3346,0.2500,0.0000,54.5161,45.4839,54.5161,0.0000,22.9168,26.5625,12221.0000,0.6911,0.5009,11.2422,11.1271,8.2753,22.4858,0.2476,40.2183,146.4287,90.8125,0.0446,0.2747,0.4948,8.9938,1.7991,1.3446,91.6625,32.5376
3.8800,1.0339,23.7819,0.2774,0.0000,53.8390,45.7088,54.2912,0.4522,23.7819,26.8364,11228.0000,0.6722,0.5129,11.2281,11.7266,8.0719,23.0498,0.2489,40.9822,147.9283,92.5963,0.0457,0.2770,0.5088,8.3091,1.6896,1.4528,85.7304,34.2901
3.9000,1.0390,24.0918,0.3017,0.0000,50.9072,48.1568,51.8432,0.9360,23.7086,26.6211,13442.0000,0.6215,0.4915,10.2292,12.2370,7.7817,22.0582,0.2490,36.1292,147.2899,88.5900,0.0481,0.2453,0.5548,7.3122,1.5120,1.5725,78.5926,35.4902
3.9200,1.0188,24.0738,0.2945,0.0000,50.6409,47.5698,52.4302,1.7893,24.0738,27.5684,12230.0000,0.6129,0.4873,11.0728,13.7287,7.9983,23.0928,0.2424,34.9283,145.7281,95.2743,0.0440,0.2397,0.5945,7.8424,1.4246,1.7165,81.7554,37.6779
3.9400,1.0111,24.5143,0.3138,0.0000,48.0892,48.8148,51.1852,3.0960,24.1290,27.8425,17443.0000,0.6209,0.4998,11.1470,14.6153,8.2804,22.0558,0.2403,39.5466,143.9906,91.7662,0.0448,0.2746,0.6627,7.0288,1.3635,1.7650,76.8953,35.5237
3.9600,1.0204,25.6168,0.3509,0.0000,49.3484,46.8788,53.1212,3.7728,25.6168,29.2897,21334.0000,0.6122,0.4449,7.8728,14.9282,8.0993,21.7829,0.2388,30.3984,140.9283,91.2077,0.0565,0.2157,0.6853,6.2085,1.0997,1.8431,73.0128,35.5808
3.9800,1.1519,26.9802,0.4654,0.0000,40.8933,51.5467,48.4533,7.5600,26.5730,26.9127,23332.0000,0.6154,0.4261,5.7754,14.0983,7.0272,20.4936,0.2350,33.4361,141.4990,87.2196,0.0738,0.2363,0.6879,4.4035,0.9383,2.0063,57.0976,33.3012
4.0000,1.1878,27.2878,0.5130,0.0000,47.6636,49.6638,50.3362,2.6726,27.2878,26.8020,21221.0000,0.6620,0.4239,5.5685,14.0298,7.0019,21.0281,0.2228,32.2821,148.8723,94.3679,0.0761,0.2168,0.6672,4.0993,0.9262,2.0037,53.1956,31.7645
4.0200,1.1719,27.7400,0.5005,0.0000,45.1606,50.5422,49.4578,4.2972,27.7400,27.6171,20223.0000,0.6778,0.3783,6.2292,12.0928,6.7276,19.8728,0.2189,34.9533,137.8273,90.7962,0.0607,0.2536,0.6085,3.9710,1.1027,1.7975,55.4298,29.3191
4.0400,1.1563,26.2656,0.4878,0.0000,43.8499,50.1673,49.8327,5.9828,26.2656,26.5020,21553.0000,0.7283,0.3592,6.5049,10.2292,6.2338,19.4583,0.2102,27.8298,132.0283,92.5666,0.0552,0.2108,0.5257,3.9888,1.2805,1.6409,53.8419,26.7167
4.0600,0.8628,19.3025,0.3250,0.0000,49.3045,40.9755,59.0245,9.7200,18.9934,25.6823,20775.0000,0.7334,0.3475,6.8975,8.8133,6.0855,19.7040,0.2083,24.9525,130.2016,94.5774,0.0504,0.1916,0.4473,6.0629,1.5126,1.4482,58.4421,26.8675
4.0800,0.8229,19.8727,0.3423,0.0000,49.2070,44.5149,55.4851,6.2782,19.8727,28.1740,20553.0000,0.7029,0.3783,7.8273,7.9282,6.0484,22.3982,0.2093,20.2983,134.9283,107.0210,0.0483,0.1504,0.3540,6.5432,1.7979,1.3108,58.0544,31.8650
4.1000,0.6514,10.6120,0.1916,0.0000,72.5526,23.6647,76.3353,3.7827,10.6120,19.0054,27887.0000,0.7121,0.4234,8.2983,10.2081,6.2383,24.9283,0.2229,31.9283,157.9230,111.8169,0.0510,0.2022,0.4095,13.0111,1.4655,1.6364,55.3880,35.0068
4.1200,0.6262,10.4767,0.1767,0.0000,69.0883,25.2489,74.7511,5.6628,10.4767,19.5200,22552.0000,0.6773,0.4121,10.2201,12.6726,8.0299,22.3982,0.2583,34.0582,147.8273,86.7227,0.0403,0.2304,0.5658,12.6746,1.4726,1.5782,59.2853,33.0708
4.1400,0.6633,10.7432,0.1505,0.0000,64.2159,27.6841,72.3159,8.1000,10.4398,18.3637,20505.0000,0.6388,0.4896,10.1330,15.7420,9.2361,26.4589,0.2646,37.2984,160.4094,100.0142,0.0483,0.2325,0.5950,17.5777,1.2615,1.7044,69.3557,41.4187
4.1600,0.6545,10.2788,0.1566,0.0000,65.5051,25.2858,74.7142,9.2091,10.2788,18.3219,18221.0000,0.6712,0.4294,9.9973,12.8762,9.0298,24.5972,0.2588,34.2987,160.3947,95.0334,0.0429,0.2138,0.5235,15.7058,1.5110,1.4260,65.6321,36.6466
4.1800,0.6347,10.3498,0.1567,0.0000,68.1354,24.6326,75.3674,7.2320,10.3498,19.0253,21009.0000,0.6091,0.4873,10.0029,14.0293,9.3729,25.0492,0.2601,36.9273,160.8273,96.2951,0.0487,0.2296,0.5601,15.9838,1.4158,1.4968,66.0419,41.1263
4.2000,0.6240,10.2881,0.1210,0.0000,56.1768,25.8232,74.1768,18.0000,10.2881,19.2358,22123.0000,0.6342,0.4991,10.1103,15.6627,9.2218,26.5643,0.2609,37.3340,158.9283,101.8055,0.0494,0.2349,0.5896,21.9574,1.2661,1.6984,85.0391,41.8850
